256, 1.671195e-04,1.649857e-04,1.931190e-04,2.015686e-04,1.936320e-04,2.128320e-04
512, 6.410217e-04,6.351471e-04,6.589890e-04,7.503776e-04,7.435520e-04,7.654080e-04
768, 1.421309e-03,1.417875e-03,1.454115e-03,1.664175e-03,1.658464e-03,1.680256e-03
1024, 2.517447e-03,2.511978e-03,2.547026e-03,2.951952e-03,2.940832e-03,2.980320e-03
1280, 3.924942e-03,3.918886e-03,3.955126e-03,4.590530e-03,4.579584e-03,4.630176e-03
1536, 5.648150e-03,5.637884e-03,5.697966e-03,6.619810e-03,6.601664e-03,6.674208e-03
1792, 7.682433e-03,7.668018e-03,7.721186e-03,9.016105e-03,8.991008e-03,9.095904e-03
2048, 1.003250e-02,1.001191e-02,1.009607e-02,1.179448e-02,1.176934e-02,1.184474e-02
2304, 1.268947e-02,1.266789e-02,1.277113e-02,1.493409e-02,1.490086e-02,1.500691e-02
2560, 1.566439e-02,1.563597e-02,1.576400e-02,1.843536e-02,1.840467e-02,1.850810e-02
2816, 1.895457e-02,1.891494e-02,1.908302e-02,2.230438e-02,2.227200e-02,2.241018e-02
3072, 2.254644e-02,2.250791e-02,2.264500e-02,2.653075e-02,2.648534e-02,2.664947e-02
3328, 2.645646e-02,2.641201e-02,2.658200e-02,3.114465e-02,3.108294e-02,3.128992e-02
3584, 3.068590e-02,3.062987e-02,3.079915e-02,3.610481e-02,3.604515e-02,3.626749e-02
3840, 3.521667e-02,3.515887e-02,3.535008e-02,4.142991e-02,4.136070e-02,4.165827e-02
4096, 4.006360e-02,3.999996e-02,4.023504e-02,4.712981e-02,4.705117e-02,4.733248e-02
4352, 4.522933e-02,4.515195e-02,4.539895e-02,5.321720e-02,5.313632e-02,5.346928e-02
4608, 5.070834e-02,5.063486e-02,5.092788e-02,5.965483e-02,5.954605e-02,5.989725e-02
4864, 5.649585e-02,5.641484e-02,5.672812e-02,6.645549e-02,6.635430e-02,6.678035e-02
5120, 6.261022e-02,6.250501e-02,6.283808e-02,7.361685e-02,7.353504e-02,7.385542e-02
5376, 6.901595e-02,6.892300e-02,6.925416e-02,8.113866e-02,8.104573e-02,8.132022e-02
5632, 7.573208e-02,7.560706e-02,7.600307e-02,8.905222e-02,8.894064e-02,8.947242e-02
5888, 8.277084e-02,8.264804e-02,8.309579e-02,9.730889e-02,9.721744e-02,9.764672e-02
6144, 9.010650e-02,8.998799e-02,9.046698e-02,1.059388e-01,1.058458e-01,1.063108e-01
6400, 9.777339e-02,9.765291e-02,9.811115e-02,1.149031e-01,1.148053e-01,1.153674e-01
6656, 1.057668e-01,1.056349e-01,1.061580e-01,1.242479e-01,1.241281e-01,1.247056e-01
6912, 1.140627e-01,1.139140e-01,1.144640e-01,1.339612e-01,1.338414e-01,1.344623e-01
7168, 1.226389e-01,1.225159e-01,1.229329e-01,1.440280e-01,1.439039e-01,1.444808e-01
7424, 1.315861e-01,1.314340e-01,1.319909e-01,1.544253e-01,1.543085e-01,1.547234e-01
7680, 1.408325e-01,1.406610e-01,1.413381e-01,1.652201e-01,1.651027e-01,1.655170e-01
7936, 1.503445e-01,1.501560e-01,1.507740e-01,1.763968e-01,1.762551e-01,1.770237e-01
8192, 1.602006e-01,1.599910e-01,1.606851e-01,1.879296e-01,1.877663e-01,1.883341e-01
8448, 1.703554e-01,1.701910e-01,1.708679e-01,1.997781e-01,1.996446e-01,2.004343e-01
8704, 1.808506e-01,1.806359e-01,1.813970e-01,2.120034e-01,2.118284e-01,2.126605e-01
8960, 1.916520e-01,1.914251e-01,1.923161e-01,2.245815e-01,2.244087e-01,2.251420e-01
9216, 2.027265e-01,2.025099e-01,2.031281e-01,2.375638e-01,2.373904e-01,2.383918e-01
9472, 2.141870e-01,2.139599e-01,2.148511e-01,2.508295e-01,2.506791e-01,2.511519e-01
9728, 2.258765e-01,2.256851e-01,2.266660e-01,2.645244e-01,2.643473e-01,2.650874e-01
9984, 2.379191e-01,2.376771e-01,2.386441e-01,2.785301e-01,2.783770e-01,2.789705e-01
10240, 2.502800e-01,2.499769e-01,2.510228e-01,2.929366e-01,2.927351e-01,2.936677e-01
10496, 2.629051e-01,2.626910e-01,2.637050e-01,3.076978e-01,3.075259e-01,3.082577e-01
10752, 2.759352e-01,2.756350e-01,2.766221e-01,3.227344e-01,3.225633e-01,3.231399e-01
11008, 2.891973e-01,2.889469e-01,2.900441e-01,3.382407e-01,3.380249e-01,3.391822e-01
11264, 3.028093e-01,3.025918e-01,3.033271e-01,3.541479e-01,3.538202e-01,3.547971e-01
11520, 3.167110e-01,3.164320e-01,3.174920e-01,3.703418e-01,3.699902e-01,3.709981e-01
11776, 3.309729e-01,3.306630e-01,3.317962e-01,3.867593e-01,3.865643e-01,3.873799e-01
