4096,4096,4096,2048,1,1,1,0, 2.069618e-02,2.058005e-02,2.194500e-02,2.451901e-01
5120,5120,5120,2304,1,1,1,0, 3.506437e-02,3.489184e-02,3.653502e-02,2.551150e-01
6144,6144,6144,2304,1,1,1,0, 4.736973e-02,4.702091e-02,5.071187e-02,2.798030e-01
7168,7168,7168,3328,1,1,1,0, 7.271961e-02,7.222605e-02,7.751799e-02,2.955980e-01
8192,8192,8192,3328,1,1,1,0, 1.071709e-01,1.054590e-01,1.131282e-01,3.364091e-01
9216,9216,9216,3584,1,1,1,0, 1.279539e-01,1.267350e-01,1.312671e-01,3.595672e-01
10240,10240,10240,3584,1,1,1,0, 1.726304e-01,1.715899e-01,1.731498e-01,4.072900e-01
11264,11264,11264,5120,1,1,1,0, 2.351364e-01,2.344511e-01,2.357819e-01,4.766500e-01
12288,12288,12288,5120,1,1,1,0, 3.017212e-01,3.001661e-01,3.034000e-01,5.349851e-01
13312,13312,13312,5120,1,1,1,0, 3.646743e-01,3.612781e-01,3.682418e-01,5.996170e-01
14336,14336,14336,5120,1,1,1,0, 4.708377e-01,4.667001e-01,4.753110e-01,7.087610e-01
15360,15360,15360,5120,1,1,1,0, 5.275443e-01,5.266399e-01,5.291440e-01,7.711000e-01
16384,16384,16384,5120,1,1,1,0, 6.411777e-01,6.390510e-01,6.444259e-01,8.784320e-01
4096,4096,4096,2048,1,1,0,0, 1.451942e-02,1.434898e-02,1.642609e-02,2.316270e-01
5120,5120,5120,2048,1,1,0,0, 2.745983e-02,2.715516e-02,3.013420e-02,2.564368e-01
6144,6144,6144,2048,1,1,0,0, 3.939869e-02,3.901100e-02,4.243994e-02,2.587399e-01
7168,7168,7168,3328,1,1,0,0, 6.041351e-02,6.010699e-02,6.292200e-02,2.960029e-01
8192,8192,8192,3328,1,1,0,0, 9.328601e-02,9.123707e-02,9.863997e-02,3.194940e-01
9216,9216,9216,3328,1,1,0,0, 1.216632e-01,1.206229e-01,1.265471e-01,3.535931e-01
10240,10240,10240,3328,1,1,0,0, 1.592922e-01,1.579850e-01,1.665821e-01,4.008360e-01
11264,11264,11264,3328,1,1,0,0, 2.243184e-01,2.235150e-01,2.255762e-01,4.619429e-01
12288,12288,12288,3328,1,1,0,0, 2.701783e-01,2.682521e-01,2.723892e-01,5.093560e-01
13312,13312,13312,3584,1,1,0,0, 3.404561e-01,3.393149e-01,3.411629e-01,5.892088e-01
14336,14336,14336,3584,1,1,0,0, 4.138290e-01,4.133971e-01,4.144161e-01,6.677201e-01
15360,15360,15360,3584,1,1,0,0, 5.436450e-01,5.420029e-01,5.453861e-01,7.899430e-01
16384,16384,16384,3584,1,1,0,0, 6.197300e-01,6.151240e-01,6.222868e-01,8.799810e-01
4096,4096,4096,2048,1,0,1,0, 1.528331e-02,1.512599e-02,1.841593e-02,2.361801e-01
5120,5120,5120,2048,1,0,1,0, 2.764342e-02,2.747202e-02,3.047609e-02,2.524531e-01
6144,6144,6144,2048,1,0,1,0, 3.710874e-02,3.645706e-02,4.105902e-02,2.619901e-01
7168,7168,7168,2048,1,0,1,0, 6.250392e-02,6.178403e-02,6.385398e-02,2.953210e-01
8192,8192,8192,3328,1,0,1,0, 9.475801e-02,9.360409e-02,9.802508e-02,3.238630e-01
9216,9216,9216,3328,1,0,1,0, 1.210637e-01,1.194179e-01,1.272631e-01,3.576739e-01
10240,10240,10240,3328,1,0,1,0, 1.578340e-01,1.570389e-01,1.583612e-01,3.954020e-01
11264,11264,11264,3328,1,0,1,0, 2.245326e-01,2.227750e-01,2.268419e-01,4.700460e-01
12288,12288,12288,3328,1,0,1,0, 2.681531e-01,2.656679e-01,2.703869e-01,5.082641e-01
13312,13312,13312,3328,1,0,1,0, 3.342745e-01,3.328352e-01,3.359840e-01,5.942199e-01
14336,14336,14336,3328,1,0,1,0, 4.630018e-01,4.584951e-01,4.678218e-01,7.205989e-01
15360,15360,15360,3328,1,0,1,0, 5.136830e-01,5.100181e-01,5.151639e-01,7.649391e-01
16384,16384,16384,3584,1,0,1,0, 6.173934e-01,6.135089e-01,6.213300e-01,8.850679e-01
4096,4096,4096,3584,1,0,0,0, 1.564147e-02,1.519489e-02,1.660419e-02,2.350459e-01
5120,5120,5120,3584,1,0,0,0, 2.620817e-02,2.584600e-02,2.905107e-02,2.497799e-01
6144,6144,6144,3584,1,0,0,0, 3.734589e-02,3.696609e-02,4.282618e-02,2.638042e-01
7168,7168,7168,3584,1,0,0,0, 5.437322e-02,5.350399e-02,5.994391e-02,2.824090e-01
8192,8192,8192,3584,1,0,0,0, 8.502131e-02,8.440685e-02,8.594608e-02,3.118360e-01
9216,9216,9216,3584,1,0,0,0, 1.136429e-01,1.124551e-01,1.166642e-01,3.478091e-01
10240,10240,10240,3584,1,0,0,0, 1.556911e-01,1.541188e-01,1.614890e-01,3.986220e-01
11264,11264,11264,3584,1,0,0,0, 2.153499e-01,2.107699e-01,2.169280e-01,4.417629e-01
12288,12288,12288,3584,1,0,0,0, 2.723007e-01,2.691369e-01,2.753479e-01,5.048211e-01
13312,13312,13312,3584,1,0,0,0, 3.328661e-01,3.314641e-01,3.335159e-01,5.907619e-01
14336,14336,14336,3584,1,0,0,0, 4.065728e-01,4.063160e-01,4.070640e-01,6.410592e-01
15360,15360,15360,3584,1,0,0,0, 5.331221e-01,5.305960e-01,5.353220e-01,7.709739e-01
16384,16384,16384,3584,1,0,0,0, 6.144341e-01,6.114819e-01,6.183920e-01,8.527961e-01
4096,4096,4096,2048,0,1,1,0, 1.597340e-02,1.581693e-02,1.676393e-02,2.359850e-01
5120,5120,5120,2048,0,1,1,0, 3.067406e-02,3.022695e-02,3.331900e-02,2.530720e-01
6144,6144,6144,2048,0,1,1,0, 4.089606e-02,4.046798e-02,4.424787e-02,3.286929e-01
7168,7168,7168,2048,0,1,1,0, 6.818933e-02,6.751585e-02,6.862903e-02,3.003249e-01
8192,8192,8192,3328,0,1,1,0, 9.778080e-02,9.687996e-02,9.918594e-02,3.276200e-01
9216,9216,9216,3328,0,1,1,0, 1.212247e-01,1.200049e-01,1.257980e-01,3.544569e-01
