4000,4000,4000,1,1,1,0, 3.056887e-02,3.027987e-02,3.126097e-02,3.124475e-02,1.556110e-02,4.923820e-03
6000,6000,1777,1,1,1,0, 4.085874e-02,4.056716e-02,4.123616e-02,4.117513e-02,1.856399e-02,1.100111e-02
8000,8000,1000,1,1,1,0, 5.461113e-02,5.442715e-02,5.677414e-02,5.544329e-02,2.584410e-02,1.945400e-02
10000,10000,640,1,1,1,0, 7.581105e-02,7.561588e-02,7.616496e-02,7.710981e-02,3.647494e-02,3.047490e-02
12000,12000,444,1,1,1,0, 1.039901e-01,1.039679e-01,1.040020e-01,1.040289e-01,4.999590e-02,4.385996e-02
14000,14000,326,1,1,1,0, 1.351966e-01,1.349981e-01,1.355281e-01,1.362290e-01,6.625605e-02,5.969596e-02
16000,16000,250,1,1,1,0, 1.727783e-01,1.727333e-01,1.728342e-01,1.736042e-01,8.528304e-02,7.790017e-02
2666,2666,9000,1,1,1,0, 3.028355e-02,3.027296e-02,3.029299e-02,3.033185e-02,1.784587e-02,2.187967e-03
2000,2000,16000,1,1,1,0, 3.352978e-02,3.333211e-02,3.357530e-02,3.363919e-02,2.200413e-02,1.234055e-03
1600,1600,25000,1,1,1,0, 3.848972e-02,3.760409e-02,3.920007e-02,3.922892e-02,2.673006e-02,7.979870e-04
1333,1333,36000,1,1,1,0, 4.324043e-02,4.266787e-02,4.374576e-02,4.375982e-02,3.162289e-02,5.569458e-04
1142,1142,49000,1,1,1,0, 4.817848e-02,4.766393e-02,4.881382e-02,4.885960e-02,3.660798e-02,4.158020e-04
1000,1000,64000,1,1,1,0, 5.262935e-02,5.262470e-02,5.264878e-02,5.270386e-02,4.173183e-02,3.259182e-04
888,888,81000,1,1,1,0, 5.660253e-02,5.647874e-02,5.718493e-02,5.723095e-02,4.673910e-02,2.608299e-04
800,800,100000,1,1,1,0, 6.276715e-02,6.246591e-02,6.457376e-02,6.462884e-02,5.188680e-02,2.150536e-04
727,727,121000,1,1,1,0, 6.824286e-02,6.748295e-02,6.846404e-02,6.852794e-02,5.702209e-02,1.828671e-04
666,666,144000,1,1,1,0, 7.334018e-02,7.307601e-02,7.412815e-02,7.418299e-02,6.210709e-02,1.568794e-04
615,615,169000,1,1,1,0, 7.872236e-02,7.871294e-02,7.874203e-02,7.878208e-02,6.726599e-02,1.370907e-04
571,571,196000,1,1,1,0, 8.463633e-02,8.462501e-02,8.464694e-02,8.470297e-02,7.242703e-02,1.208782e-04
533,533,225000,1,1,1,0, 8.848276e-02,8.844209e-02,8.857703e-02,8.917117e-02,7.751203e-02,1.180172e-04
500,500,256000,1,1,1,0, 9.277024e-02,9.244180e-02,9.339976e-02,9.345770e-02,8.276296e-02,9.679794e-05
8000,8000,8000,1,1,1,0, 1.539239e-01,1.531420e-01,1.548660e-01,1.606481e-01,6.203103e-02,1.952100e-02
12000,12000,3555,1,1,1,0, 1.898765e-01,1.865890e-01,1.903739e-01,1.951969e-01,7.401681e-02,4.375005e-02
16000,16000,2000,1,1,1,0, 2.521115e-01,2.486494e-01,2.529781e-01,2.578721e-01,1.033421e-01,7.801318e-02
20000,20000,1280,1,1,1,0, 3.392570e-01,3.357708e-01,3.397267e-01,3.442869e-01,1.456859e-01,1.218219e-01
24000,24000,888,1,1,1,0, 4.467336e-01,4.428821e-01,4.477141e-01,4.462471e-01,1.997449e-01,1.752651e-01
28000,28000,653,1,1,1,0, 5.758887e-01,5.721927e-01,5.768037e-01,5.754738e-01,2.647188e-01,2.380919e-01
32000,32000,500,1,1,1,0, 7.283123e-01,7.234597e-01,7.339439e-01,7.234597e-01,3.409159e-01,3.116229e-01
5333,5333,18000,1,1,1,0, 1.539655e-01,1.530581e-01,1.546581e-01,1.605570e-01,7.127094e-02,8.675098e-03
4000,4000,32000,1,1,1,0, 1.807506e-01,1.787927e-01,1.846440e-01,1.840646e-01,8.787894e-02,4.891872e-03
3200,3200,50000,1,1,1,0, 1.781467e-01,1.771801e-01,1.801684e-01,1.820643e-01,1.066871e-01,3.141165e-03
2666,2666,72000,1,1,1,0, 1.978426e-01,1.970429e-01,2.012839e-01,2.064490e-01,1.262991e-01,2.189875e-03
2285,2285,98000,1,1,1,0, 2.200136e-01,2.178209e-01,2.215869e-01,2.282770e-01,1.462982e-01,1.614809e-03
2000,2000,128000,1,1,1,0, 2.377211e-01,2.368062e-01,2.419813e-01,2.445853e-01,1.666491e-01,1.239061e-03
1777,1777,162000,1,1,1,0, 2.592978e-01,2.586741e-01,2.631869e-01,2.640462e-01,1.869080e-01,9.820461e-04
1600,1600,200000,1,1,1,0, 2.898903e-01,2.848449e-01,2.947948e-01,2.924309e-01,2.073219e-01,7.989407e-04
1454,1454,242000,1,1,1,0, 3.103355e-01,3.097992e-01,3.111930e-01,3.117571e-01,2.278850e-01,6.670952e-04
1333,1333,288000,1,1,1,0, 3.264309e-01,3.262382e-01,3.279030e-01,3.320510e-01,2.482641e-01,5.619526e-04
1230,1230,338000,1,1,1,0, 3.545622e-01,3.489077e-01,3.602328e-01,3.492918e-01,2.689300e-01,4.808903e-04
