256, 7.130146e-05,6.890297e-05,1.509190e-04,6.629376e-05,6.560000e-05,7.494400e-05
512, 1.831532e-04,1.809597e-04,2.310276e-04,2.028874e-04,1.876160e-04,2.446080e-04
768, 3.958392e-04,3.929138e-04,4.329681e-04,4.864666e-04,4.608960e-04,5.277120e-04
1024, 6.928897e-04,6.909370e-04,7.321835e-04,8.076080e-04,7.890240e-04,8.512960e-04
1280, 1.080599e-03,1.076937e-03,1.117945e-03,1.239489e-03,1.229760e-03,1.279328e-03
1536, 1.549191e-03,1.543999e-03,1.586199e-03,1.799580e-03,1.762784e-03,1.854592e-03
1792, 2.101173e-03,2.094984e-03,2.137184e-03,2.420045e-03,2.376384e-03,2.484224e-03
2048, 2.738132e-03,2.731800e-03,2.774000e-03,3.186309e-03,3.165024e-03,3.231712e-03
2304, 3.471382e-03,3.462791e-03,3.504992e-03,4.057253e-03,4.010816e-03,4.120736e-03
2560, 4.278877e-03,4.268885e-03,4.312992e-03,5.093810e-03,5.047040e-03,5.141536e-03
2816, 5.170810e-03,5.158901e-03,5.201101e-03,6.311599e-03,6.281024e-03,6.357056e-03
3072, 6.147521e-03,6.133795e-03,6.175995e-03,7.613709e-03,7.569280e-03,7.645792e-03
3328, 7.223167e-03,7.207870e-03,7.251024e-03,9.130163e-03,9.089440e-03,9.175328e-03
3584, 8.370070e-03,8.351803e-03,8.395195e-03,1.070718e-02,1.065658e-02,1.076890e-02
3840, 9.602211e-03,9.581804e-03,9.639978e-03,1.239738e-02,1.235578e-02,1.243274e-02
4096, 1.091775e-02,1.089501e-02,1.095891e-02,1.417715e-02,1.413872e-02,1.420736e-02
4352, 1.233865e-02,1.231289e-02,1.237202e-02,1.598439e-02,1.594858e-02,1.600595e-02
4608, 1.382476e-02,1.379681e-02,1.385403e-02,1.769980e-02,1.764934e-02,1.772573e-02
4864, 1.539568e-02,1.536489e-02,1.542306e-02,1.953018e-02,1.949040e-02,1.956419e-02
5120, 1.705167e-02,1.701808e-02,1.707506e-02,2.147092e-02,2.141981e-02,2.152006e-02
5376, 1.881649e-02,1.877904e-02,1.883817e-02,2.359214e-02,2.353898e-02,2.364842e-02
5632, 2.064280e-02,2.063894e-02,2.067804e-02,2.573154e-02,2.564022e-02,2.578102e-02
5888, 2.255352e-02,2.254510e-02,2.258706e-02,2.793692e-02,2.788410e-02,2.801926e-02
6144, 2.454768e-02,2.453589e-02,2.457809e-02,3.027660e-02,3.021712e-02,3.033363e-02
6400, 2.665792e-02,2.664185e-02,2.670193e-02,3.284250e-02,3.274963e-02,3.293626e-02
6656, 2.882006e-02,2.880192e-02,2.885795e-02,3.556827e-02,3.544285e-02,3.565360e-02
6912, 3.107334e-02,3.104997e-02,3.112197e-02,3.846465e-02,3.835206e-02,3.858451e-02
7168, 3.340522e-02,3.337789e-02,3.344989e-02,4.138548e-02,4.124649e-02,4.147584e-02
7424, 3.586344e-02,3.583097e-02,3.589892e-02,4.451689e-02,4.437939e-02,4.469366e-02
7680, 3.836717e-02,3.833103e-02,3.838706e-02,4.750292e-02,4.740422e-02,4.763894e-02
7936, 4.095828e-02,4.095316e-02,4.099703e-02,5.058639e-02,5.050019e-02,5.067219e-02
8192, 4.363226e-02,4.362106e-02,4.366589e-02,5.390591e-02,5.381721e-02,5.400278e-02
8448, 4.643137e-02,4.641604e-02,4.645896e-02,5.753154e-02,5.743661e-02,5.766077e-02
8704, 4.926899e-02,4.924798e-02,4.930592e-02,6.127535e-02,6.124864e-02,6.135488e-02
8960, 5.220465e-02,5.217791e-02,5.224991e-02,6.520001e-02,6.515543e-02,6.526515e-02
9216, 5.521785e-02,5.518413e-02,5.525994e-02,6.920768e-02,6.915696e-02,6.925629e-02
9472, 5.836171e-02,5.832386e-02,5.839896e-02,7.344807e-02,7.339264e-02,7.349869e-02
9728, 6.154724e-02,6.153893e-02,6.158185e-02,7.766555e-02,7.761162e-02,7.775031e-02
9984, 6.481764e-02,6.480312e-02,6.487799e-02,8.200777e-02,8.193076e-02,8.207254e-02
10240, 6.817025e-02,6.815004e-02,6.820989e-02,8.651923e-02,8.642944e-02,8.663341e-02
10496, 7.165845e-02,7.163095e-02,7.170296e-02,9.117517e-02,9.103098e-02,9.140749e-02
10752, 7.517970e-02,7.514596e-02,7.521915e-02,9.597190e-02,9.586745e-02,9.611984e-02
11008, 7.879242e-02,7.875395e-02,7.882500e-02,1.010115e-01,1.009779e-01,1.010629e-01
11264, 8.248070e-02,8.247113e-02,8.251500e-02,1.061110e-01,1.060765e-01,1.061685e-01
11520, 8.631065e-02,8.629394e-02,8.636594e-02,1.115159e-01,1.114711e-01,1.115650e-01
11776, 9.017544e-02,9.014988e-02,9.022999e-02,1.168672e-01,1.168269e-01,1.168945e-01
12032, 9.412915e-02,9.409785e-02,9.417701e-02,1.223255e-01,1.223098e-01,1.223619e-01
12288, 9.813842e-02,9.809899e-02,9.817696e-02,1.278936e-01,1.278749e-01,1.279173e-01
12544, 1.023359e-01,1.023231e-01,1.023688e-01,1.333987e-01,1.333723e-01,1.334242e-01
12800, 1.065250e-01,1.065068e-01,1.065819e-01,1.388551e-01,1.388232e-01,1.388647e-01
13056, 1.108269e-01,1.108000e-01,1.108749e-01,1.444233e-01,1.444106e-01,1.444543e-01
13312, 1.151959e-01,1.151600e-01,1.152320e-01,1.500997e-01,1.500785e-01,1.501290e-01
13568, 1.197184e-01,1.196780e-01,1.197522e-01,1.560550e-01,1.560258e-01,1.560672e-01
13824, 1.242631e-01,1.242471e-01,1.243498e-01,1.619551e-01,1.619451e-01,1.619875e-01
14080, 1.288755e-01,1.288481e-01,1.289890e-01,1.679592e-01,1.679421e-01,1.679864e-01
14336, 1.336029e-01,1.335719e-01,1.336460e-01,1.740770e-01,1.740505e-01,1.740950e-01
14592, 1.384664e-01,1.384261e-01,1.385021e-01,1.804864e-01,1.804779e-01,1.804927e-01
14848, 1.433445e-01,1.433308e-01,1.433799e-01,1.868265e-01,1.868074e-01,1.868540e-01
15104, 1.483172e-01,1.482949e-01,1.483691e-01,1.932730e-01,1.932465e-01,1.932901e-01
15360, 1.533607e-01,1.533282e-01,1.534052e-01,1.998331e-01,1.997987e-01,1.998415e-01
15616, 1.585719e-01,1.585338e-01,1.586061e-01,2.066968e-01,2.066791e-01,2.067252e-01
15872, 1.637988e-01,1.637840e-01,1.638610e-01,2.134768e-01,2.134495e-01,2.134957e-01
16128, 1.690959e-01,1.690710e-01,1.691742e-01,2.203655e-01,2.203546e-01,2.203721e-01
16384, 1.744944e-01,1.744559e-01,1.745360e-01,2.273574e-01,2.273431e-01,2.273916e-01
